Gene_Name	MGI_essential_gene
PKP2	1
PLA2G3	1
PLA2G6	1
PLA2G7	1
PLAA	1
PLAC1	1
PLAGL1	1
PLAGL2	1
PLAT	1
PLAU	1
PLCB1	1
PLCB3	1
PLCB4	1
PLCG1	1
PLCG2	1
PLCL1	1
PLD1	1
PLEC	1
PLEKHA1	1
PLEKHA7	1
PLEKHM2	1
PLG	1
PLK1	1
PLK2	1
PLK3	1
PLK4	1
PLN	1
PLOD1	1
PLOD3	1
PLP1	1
PLPP3	1
PLPPR4	1
PLRG1	1
PLS1	1
PLVAP	1
PLXNB1	1
PLXNB2	1
PLXND1	1
PMAIP1	1
PML	1
PMM2	1
PMP22	1
PMPCB	1
PMS2	1
PNKP	1
PNN	1
PNO1	1
PNP	1
PNPLA1	1
PNPLA2	1
PNPLA6	1
PNPLA8	1
PNPT1	1
POC1A	1
PODXL	1
POFUT1	1
POFUT2	1
POGLUT1	1
POLA2	1
POLB	1
POLD1	1
POLD2	1
POLD3	1
POLDIP2	1
POLE	1
POLE4	1
POLG	1
POLG2	1
POLR1B	1
POLR2A	1
POLR2H	1
POLR3A	1
POLR3F	1
POLR3G	1
POLRMT	1
POMC	1
POMGNT1	1
POMGNT2	1
POMT1	1
POMT2	1
PON3	1
POP4	1
POR	1
PORCN	1
POSTN	1
POT1	1
POU1F1	1
POU2F1	1
POU2F2	1
POU2F3	1
POU3F1	1
POU3F2	1
POU3F3	1
POU4F1	1
POU4F3	1
POU5F1	1
PPARA	1
PPARD	1
PPARG	1
PPARGC1A	1
PPARGC1B	1
PPHLN1	1
PPIA	1
PPIB	1
PPIF	1
PPM1B	1
PPM1D	1
PPM1F	1
PPM1G	1
PPM1K	1
PPM1L	1
PPME1	1
PPOX	1
PPP1CB	1
PPP1R10	1
PPP1R12A	1
PPP1R13L	1
PPP1R14C	1
PPP1R15A	1
PPP1R15B	1
PPP1R2	1
PPP1R35	1
PPP1R3C	1
PPP1R8	1
PPP2CA	1
PPP2R1A	1
PPP2R5C	1
PPP2R5D	1
PPP3CA	1
PPP3R1	1
PPP4C	1
PPP4R2	1
PPP5C	1
PPP6C	1
PPP6R2	1
PPRC1	1
PPT1	1
PPT2	1
PRAG1	1
PRC1	1
PRDM1	1
PRDM10	1
PRDM16	1
PRDM2	1
PRDM6	1
PRDX1	1
PREP	1
PRF1	1
PRICKLE1	1
PRKAB1	1
PRKAB2	1
PRKACA	1
PRKACB	1
PRKAR1A	1
PRKCD	1
PRKCH	1
PRKCI	1
PRKCQ	1
PRKCSH	1
PRKD1	1
PRKDC	1
PRKG1	1
PRKN	1
PRKRA	1
PRMT1	1
PRMT3	1
PRMT5	1
PRNP	1
PROC	1
PROCR	1
PROKR2	1
PROM1	1
PROP1	1
PROS1	1
PROX1	1
PROZ	1
PRPF18	1
PRPF19	1
PRPF3	1
PRPF31	1
PRPF38B	1
PRPS1	1
PRPS2	1
PRRX1	1
PRRX2	1
PRSS8	1
PRUNE1	1
PSAP	1
PSEN1	1
PSEN2	1
PSENEN	1
PSIP1	1
PSMB10	1
PSMC1	1
PSMC3	1
PSMC4	1
PSMD4	1
PSMD7	1
PSMF1	1
PSMG1	1
PSPH	1
PTBP1	1
PTBP2	1
PTCD1	1
PTCH1	1
PTDSS1	1
PTDSS2	1
PTEN	1
PTF1A	1
PTGDR	1
PTGDS	1
PTGER4	1
PTGES3	1
PTGIR	1
PTGS1	1
PTGS2	1
PTH	1
PTH1R	1
PTHLH	1
PTK2	1
PTK7	1
PTMA	1
PTMS	1
PTP4A1	1
PTP4A2	1
PTP4A3	1
PTPA	1
PTPMT1	1
PTPN1	1
PTPN11	1
PTPN12	1
PTPN14	1
PTPN2	1
PTPN22	1
PTPN23	1
PTPN6	1
PTPN9	1
PTPRB	1
PTPRC	1
PTPRD	1
PTPRF	1
PTPRJ	1
PTPRS	1
PTPRVP	1
PTRH2	1
PTS	1
PTTG1	1
PUM1	1
PURA	1
PVALB	1
PWP1	1
PXN	1
PYGO1	1
PYGO2	1
PYROXD1	1
QDPR	1
QKI	1
RAB10	1
RAB11A	1
RAB18	1
RAB23	1
RAB32	1
RAB34	1
RAB35	1
RAB3A	1
RAB3B	1
RAB3C	1
RAB3D	1
RAB40C	1
RAB5C	1
RAB6A	1
RAB7A	1
RAB8A	1
RAB8B	1
RABGEF1	1
RABGGTA	1
RAC1	1
RAC2	1
RAC3	1
RACGAP1	1
RACK1	1
RAD1	1
RAD17	1
RAD21	1
RAD23A	1
RAD23B	1
RAD50	1
RAD51	1
RAD51B	1
RAD51C	1
RAD51D	1
RAD52	1
RAD54B	1
RAD54L	1
RAD54L2	1
RAD9A	1
RAD9B	1
RAE1	1
RAF1	1
RAG1	1
RAG2	1
RAI1	1
RALA	1
RALB	1
RALBP1	1
RALGAPB	1
RAMP2	1
RANBP2	1
RANBP9	1
RANGAP1	1
RAP1A	1
RAP1B	1
RAPGEF1	1
RAPGEF2	1
RAPH1	1
RAPSN	1
RARA	1
RARB	1
RARG	1
RASA1	1
RASA3	1
RASAL2	1
RASIP1	1
RASSF1	1
RASSF2	1
RASSF5	1
RASSF8	1
RASSF9	1
RAX	1
RB1	1
RB1CC1	1
RBBP6	1
RBBP8	1
RBFOX1	1
RBFOX2	1
RBFOX3	1
RBL1	1
RBL2	1
RBM15	1
RBM19	1
RBM24	1
RBM38	1
RBM39	1
RBM47	1
RBMS1	1
RBPJ	1
RBSN	1
RBX1	1
RC3H1	1
RC3H2	1
RCE1	1
RCOR1	1
RDH10	1
RDX	1
REC8	1
RECK	1
RECQL4	1
REG1A	1
REG1B	1
REL	1
RELA	1
RELB	1
RELN	1
REM2	1
REN	1
RERE	1
RESP18	1
REST	1
RET	1
REV1	1
REV3L	1
REXO2	1
RFC1	1
RFK	1
RFNG	1
RFWD3	1
RFX1	1
RFX3	1
RFX4	1
RFX6	1
RFX7	1
RGCC	1
RGMA	1
RGMB	1
RGN	1
RGP1	1
RGS10	1
RGS14	1
RGS4	1
RGS5	1
RHBDD3	1
RHBDF1	1
RHBDF2	1
RHBDL1	1
RHBDL3	1
RHCG	1
RHEB	1
RHEBL1	1
RHOA	1
RHOBTB3	1
RHOT1	1
RIC8A	1
RIC8B	1
RICTOR	1
RIF1	1
RIIAD1	1
RIMS1	1
RIMS2	1
RINT1	1
RIPK1	1
RIPK3	1
RIPK4	1
RIPPLY2	1
RIPPLY3	1
RLF	1
RLIM	1
RLN1	1
RLN2	1
RMI1	1
RMRP	1
RNASEH1	1
RNASEH2B	1
RNASEH2C	1
RNASEK	1
RND3	1
RNF10	1
RNF111	1
RNF146	1
RNF165	1
RNF2	1
RNF20	1
RNF31	1
RNF38	1
RNF4	1
RNF7	1
RNF8	1
RNMT	1
RNR2	1
RO60	1
ROBO1	1
ROBO2	1
ROBO3	1
ROCK1	1
ROCK2	1
ROR1	1
ROR2	1
RORA	1
RORC	1
RPA1	1
RPGRIP1L	1
RPIA	1
RPL13A	1
RPL22L1	1
RPL24	1
RPL27A	1
RPL29	1
RPL38	1
RPL7L1	1
RPLP1	1
RPS19	1
RPS19BP1	1
RPS20	1
RPS27L	1
RPS6KA4	1
RPS6KA5	1
RPS6KB1	1
RPS6KB2	1
RPS7	1
RPSA	1
RPTOR	1
RRAGA	1
RRM1	1
RRM2	1
RRM2B	1
RRN3	1
RRP8	1
RSAD1	1
RSBN1	1
RSF1	1
RSPH9	1
RSPO1	1
RSPO2	1
RSPO3	1
RTCA	1
RTEL1	1
RTF1	1
RTL1	1
RTN4	1
RTTN	1
RUFY3	1
RUNDC1	1
RUNX1	1
RUNX1T1	1
RUNX2	1
RUNX3	1
RUVBL1	1
RUVBL2	1
RWDD3	1
RXRA	1
RXRB	1
RXRG	1
RYBP	1
RYK	1
RYR1	1
RYR2	1
S100A14	1
S100A4	1
S100A6	1
S100A8	1
S100A9	1
S1PR1	1
S1PR2	1
S1PR3	1
S1PR4	1
SAA3P	1
SACM1L	1
SAFB	1
SALL1	1
SALL2	1
SALL3	1
SALL4	1
SAMD4A	1
SAMD9L	1
SAP130	1
SARM1	1
SATB1	1
SATB2	1
SAV1	1
SBDS	1
SBF1	1
SBNO2	1
SC5D	1
SCAI	1
SCARB1	1
SCARB2	1
SCD	1
SCG5	1
SCGB1A1	1
SCHIP1	1
SCLT1	1
SCN1A	1
SCN1B	1
SCN2A	1
SCN3A	1
SCN4A	1
SCN5A	1
SCN8A	1
SCN9A	1
SCNM1	1
SCNN1A	1
SCNN1B	1
SCNN1G	1
SCO1	1
SCO2	1
SCRIB	1
SCUBE1	1
SCX	1
SCYL1	1
SCYL2	1
SDC1	1
SDC4	1
SDCCAG8	1
SDHA	1
SDHB	1
SDHC	1
SDHD	1
SEC22B	1
SEC23A	1
SEC23B	1
SEC24B	1
SEC24C	1
SEC24D	1
SEC63	1
SECISBP2	1
SEH1L	1
SEL1L	1
SELE	1
SELENOK	1
SELENOP	1
SELP	1
SELPLG	1
SEMA3A	1
SEMA3C	1
SEMA3F	1
SEMA4C	1
SEMA5A	1
SENP1	1
SENP2	1
SENP6	1
SEPHS1	1
SEPT10	1
SEPT3	1
SEPT5	1
SEPT7	1
SEPT9	1
SERP1	1
SERPINA1	1
SERPINA10	1
SERPINB1	1
SERPINB2	1
SERPINB5	1
SERPINC1	1
SERPIND1	1
SERPINE1	1
SERPINH1	1
SERPINI2	1
SESTD1	1
SETBP1	1
SETD1A	1
SETD1B	1
SETD2	1
SETD5	1
SETD7	1
SETDB1	1
SF1	1
SF3A1	1
SF3B1	1
SFN	1
SFPQ	1
SFRP1	1
SFRP2	1
SFRP4	1
SFRP5	1
SFTPA1	1
SFTPA2	1
SFTPB	1
SFTPC	1
SGCD	1
SGCG	1
SGMS1	1
SGO1	1
SGPL1	1
SGPP1	1
SGSH	1
SGTA	1
SH2B1	1
SH2D3C	1
SH3BP2	1
SH3GL1	1
SH3GL2	1
SH3GL3	1
SH3PXD2A	1
SH3PXD2B	1
SH3TC2	1
SHANK2	1
SHANK3	1
SHB	1
SHC1	1
SHH	1
SHISA2	1
SHMT2	1
SHOC1	1
SHOC2	1
SHOX2	1
SHROOM3	1
SIAH1	1
SIAH2	1
SIK1	1
SIK3	1
SIL1	1
SIM1	1
SIM2	1
SIN3A	1
SIN3B	1
SIRT1	1
SIRT2	1
SIRT6	1
SIRT7	1
SIVA1	1
SIX1	1
SIX2	1
SIX3	1
SIX4	1
SKA2	1
SKAP2	1
SKI	1
SKIDA1	1
SKIL	1
SKIV2L	1
SKOR2	1
SLAMF6	1
SLC11A1	1
SLC11A2	1
SLC12A1	1
SLC12A2	1
SLC12A4	1
SLC12A5	1
SLC13A4	1
SLC14A1	1
SLC16A1	1
SLC17A5	1
SLC17A6	1
SLC17A7	1
SLC18A2	1
SLC18A3	1
SLC19A1	1
SLC19A2	1
SLC19A3	1
SLC1A2	1
SLC1A3	1
SLC20A1	1
SLC20A2	1
SLC22A4	1
SLC22A5	1
SLC23A1	1
SLC23A2	1
SLC24A4	1
SLC25A12	1
SLC25A13	1
SLC25A19	1
SLC25A20	1
SLC25A25	1
SLC25A26	1
SLC25A3	1
SLC25A32	1
SLC25A37	1
SLC26A2	1
SLC26A3	1
SLC27A4	1
SLC29A3	1
SLC2A1	1
SLC2A2	1
SLC2A3	1
SLC2A4	1
SLC2A8	1
SLC2A9	1
SLC30A1	1
SLC30A10	1
SLC30A4	1
SLC30A5	1
SLC31A1	1
SLC32A1	1
SLC33A1	1
SLC34A1	1
SLC34A2	1
SLC35A1	1
SLC35B4	1
SLC35C1	1
SLC35D1	1
SLC37A4	1
SLC38A2	1
SLC38A3	1
SLC39A10	1
SLC39A4	1
SLC39A7	1
SLC39A8	1
SLC3A1	1
SLC3A2	1
SLC40A1	1
SLC43A2	1
SLC4A1	1
SLC4A10	1
SLC4A2	1
SLC4A3	1
SLC4A4	1
SLC4A7	1
SLC52A2	1
SLC52A3	1
SLC5A1	1
SLC5A3	1
SLC5A6	1
SLC5A7	1
SLC6A11	1
SLC6A2	1
SLC6A3	1
SLC6A4	1
SLC6A5	1
SLC6A9	1
SLC7A1	1
SLC7A10	1
SLC7A5	1
SLC7A7	1
SLC8A1	1
SLC9A1	1
SLC9A3R1	1
SLC9A6	1
SLCO1B1	1
SLCO1B3	1
SLCO1B7	1
SLCO2A1	1
SLIRP	1
SLIT1	1
SLIT2	1
SLIT3	1
SLITRK1	1
SLK	1
SLN	1
SLPI	1
SLU7	1
SLX4	1
SMAD1	1
SMAD2	1
SMAD3	1
SMAD4	1
SMAD5	1
SMAD6	1
SMAD7	1
SMAD9	1
SMARCA2	1
SMARCA4	1
SMARCA5	1
SMARCAD1	1
SMARCAL1	1
SMARCB1	1
SMARCC1	1
SMARCC2	1
SMARCD2	1
SMARCE1	1
SMC1A	1
SMC2	1
SMC3	1
SMC5	1
SMC6	1
SMCHD1	1
SMDT1	1
SMG1	1
SMG6	1
SMG9	1
SMN1	1
SMN2	1
SMO	1
SMOC1	1
SMPD1	1
SMPD3	1
SMPD4	1
SMTN	1
SMUG1	1
SMURF1	1
SMURF2	1
SMYD1	1
SNAI1	1
SNAI2	1
SNAI3	1
SNAP23	1
SNAP25	1
SNAP29	1
SNAP91	1
SNAPIN	1
SNCA	1
SNCB	1
SNORC	1
SNPH	1
SNRK	1
SNRNP200	1
SNRNP27	1
SNRPN	1
SNX1	1
SNX10	1
SNX13	1
SNX2	1
SNX22	1
SNX27	1
SNX3	1
SNX5	1
SOCS1	1
SOCS3	1
SOCS7	1
SOD1	1
SOD2	1
SOD3	1
SORBS2	1
SORT1	1
SOS1	1
SOSTDC1	1
SOX1	1
SOX10	1
SOX11	1
SOX17	1
SOX18	1
SOX2	1
SOX3	1
SOX4	1
SOX5	1
SOX6	1
SOX7	1
SOX9	1
SP1	1
SP2	1
SP3	1
SP4	1
SP6	1
SP7	1
SP8	1
SP9	1
SPAG17	1
SPATA13	1
SPATA18	1
SPATA5	1
SPDEF	1
SPECC1L	1
SPEF1	1
SPEF2	1
SPEG	1
SPEN	1
SPHK1	1
SPHK2	1
SPI1	1
SPIB	1
SPIC	1
SPIN1	1
SPINK1	1
SPINK5	1
SPINT1	1
SPINT2	1
SPNS1	1
SPNS2	1
SPO11	1
SPOP	1
SPOUT1	1
SPP1	1
SPR	1
SPRTN	1
SPRY1	1
SPRY2	1
SPRY4	1
SPTA1	1
SPTAN1	1
SPTB	1
SPTBN1	1
SPTBN4	1
SPTLC1	1
SPTLC2	1
SPTSSA	1
SPTSSB	1
SQLE	1
SQSTM1	1
SRC	1
SRD5A3	1
SREBF1	1
SREBF2	1
SRF	1
SRGAP2	1
SRGAP3	1
SRP9	1
SRPK2	1
SRRM4	1
SRRT	1
SRSF1	1
SRSF10	1
SRSF2	1
SRSF3	1
SRSF7	1
SRXN1	1
SRY	1
SS18	1
SS18L1	1
SSB	1
SSBP1	1
SSBP2	1
SSBP3	1
SSPN	1
SSR1	1
SSR2	1
SSR3	1
SSRP1	1
SST	1
ST14	1
ST3GAL5	1
ST8SIA1	1
ST8SIA2	1
ST8SIA4	1
STAB1	1
STAB2	1
STAC3	1
STAG1	1
STAM	1
STAM2	1
STAMBP	1
STAR	1
STARD7	1
STAT1	1
STAT2	1
STAT3	1
STAT4	1
STAT5A	1
STAT5B	1
STAT6	1
STIL	1
STIM1	1
STIM2	1
STIP1	1
STK11	1
STK3	1
STK35	1
STK36	1
STK38	1
STK4	1
STK40	1
STRA6	1
STRAP	1
STRBP	1
STRIP1	1
STRN	1
STRN3	1
STUB1	1
STX18	1
STX1A	1
STX1B	1
STX3	1
STX4	1
STXBP1	1
STXBP2	1
STXBP3	1
STXBP5	1
STXBP5L	1
SUB1	1
SUCLA2	1
SUCLG2	1
SUCO	1
SUDS3	1
SUFU	1
SUGT1	1
SULF1	1
SULF2	1
SUMF1	1
SUMO1	1
SUMO2	1
SUMO3	1
SUN1	1
SUN2	1
SUPT20H	1
SUPT3H	1
SUPT4H1	1
SUPT5H	1
SUPT6H	1
SUPV3L1	1
SURF1	1
SUSD6	1
SUV39H1	1
SUV39H2	1
SUZ12	1
SV2A	1
SV2B	1
SVEP1	1
SVOP	1
SYCP2L	1
SYF2	1
SYK	1
SYNE1	1
SYNE2	1
SYNGAP1	1
SYNJ1	1
SYNPO2	1
SYT1	1
SYT2	1
SYT5	1
SYVN1	1
SZT2	1
TAB1	1
TAB2	1
TACC3	1
TACO1	1
TADA3	1
TAF10	1
TAF4	1
TAF4B	1
TAF6	1
TAF7	1
TAF8	1
TAGLN	1
TAL1	1
TAL2	1
TAMM41	1
TANC2	1
TANGO6	1
TANK	1
TAP1	1
TAPT1	1
TARBP2	1
TARDBP	1
TASP1	1
TAX1BP1	1
TBC1D14	1
TBC1D4	1
TBCE	1
TBK1	1
TBP	1
TBR1	1
TBRG1	1
TBX1	1
TBX10	1
TBX15	1
TBX18	1
TBX2	1
TBX20	1
TBX22	1
TBX3	1
TBX4	1
TBX5	1
TBX6	1
TBXT	1
TCEA1	1
TCF12	1
TCF15	1
TCF21	1
TCF3	1
TCF4	1
TCF7	1
TCF7L1	1
TCF7L2	1
TCIRG1	1
TCOF1	1
TCTN1	1
TDG	1
TDGF1	1
TEAD1	1
TEAD2	1
TEAD4	1
TEF	1
TEK	1
TELO2	1
TENM3	1
TENM4	1
TENT5A	1
TENT5C	1
TERF1	1
TERF2	1
TERF2IP	1
TERT	1
TET1	1
TET2	1
TEX10	1
TEX19	1
TF	1
TFAM	1
TFAP2A	1
TFAP2B	1
TFAP2C	1
TFAP4	1
TFB1M	1
TFCP2L1	1
TFDP1	1
TFE3	1
TFEB	1
TFPI	1
TFRC	1
TGFB1	1
TGFB2	1
TGFB3	1
TGFBI	1
TGFBR1	1
TGFBR2	1
TGFBR3	1
TGIF1	1
TGIF2	1
TGM1	1
TGM2	1
TGM3	1
TGS1	1
TH	1
THAP1	1
THAP11	1
THBD	1
THBS1	1
THBS2	1
THOC1	1
THOC5	1
THRA	1
THRB	1
THUMPD3-AS1	1
TIA1	1
TIAL1	1
TICAM1	1
TIE1	1
TIFAB	1
TIGAR	1
TIMELESS	1
TIMM22	1
TIMM23	1
TIMM23B	1
TIMM50	1
TIMMDC1	1
TIMP1	1
TIMP3	1
TIMP4	1
TINAGL1	1
TINF2	1
TIPARP	1
TIRAP	1
TJP1	1
TJP2	1
TK1	1
TK2	1
TKT	1
TLE3	1
TLE4	1
TLL1	1
TLN1	1
TLN2	1
TLR2	1
TLR3	1
TLR4	1
TLR5	1
TLR7	1
TLR9	1
TLX2	1
TLX3	1
TM7SF2	1
TMBIM7P	1
TMCO1	1
TMED10	1
TMED2	1
TMEFF2	1
TMEM100	1
TMEM107	1
TMEM115	1
TMEM132A	1
TMEM14C	1
TMEM161B	1
TMEM163	1
TMEM173	1
TMEM184B	1
TMEM219	1
TMEM231	1
TMEM258	1
TMEM30A	1
TMEM38A	1
TMEM38B	1
TMEM63B	1
TMEM67	1
TMEM70	1
TMEM8A	1
TMOD1	1
TMOD3	1
TMPRSS2	1
TMPRSS6	1
TMSB4X	1
TMTC3	1
TNF	1
TNFAIP3	1
TNFAIP8L2	1
TNFRSF10A	1
TNFRSF10B	1
TNFRSF10C	1
TNFRSF10D	1
TNFRSF11A	1
TNFRSF11B	1
TNFRSF13B	1
TNFRSF14	1
TNFRSF1A	1
TNFRSF1B	1
TNFRSF25	1
TNFRSF4	1
TNFRSF9	1
TNFSF10	1
TNFSF11	1
TNIP1	1
TNKS	1
TNKS2	1
TNNI2	1
TNNI3	1
TNNT2	1
TNNT3	1
TNPO3	1
TNRC6A	1
TNRC6B	1
TNRC6C	1
TNS2	1
TNS3	1
TNXB	1
TOE1	1
TOMM5	1
TOP1	1
TOP2B	1
TOP3A	1
TOP3B	1
TOPBP1	1
TOR1A	1
TOR1AIP1	1
TOX3	1
TP53	1
TP53BP1	1
TP53BP2	1
TP53INP1	1
TP63	1
TP73	1
TPBG	1
TPH2	1
TPI1	1
TPM1	1
TPM3	1
TPMT	1
TPO	1
TPP1	1
TPP2	1
TPR	1
TPT1	1
TPX2	1
TRA2B	1
TRAF2	1
TRAF3	1
TRAF3IP1	1
TRAF3IP2	1
TRAF4	1
TRAF6	1
TRAFD1	1
TRAIP	1
TRAK1	1
TREX1	1
TRIB1	1
TRIB2	1
TRIM21	1
TRIM25	1
TRIM27	1
TRIM28	1
TRIM33	1
TRIM37	1
TRIM38	1
TRIM54	1
TRIM55	1
TRIM63	1
TRIM71	1
TRIO	1
TRIOBP	1
TRIP11	1
TRIP12	1
TRIP13	1
TRMT1	1
TRMU	1
TRNAU1AP	1
TRO	1
TRPC3	1
TRPM2	1
TRPM6	1
TRPM7	1
TRPS1	1
TRPV2	1
TRRAP	1
TRUB2	1
TSC1	1
TSC2	1
TSFM	1
TSG101	1
TSHR	1
TSHZ1	1
TSHZ2	1
TSHZ3	1
TSIX	1
TSLP	1
TSTA3	1
TTBK2	1
TTC25	1
TTC26	1
TTC7A	1
TTC8	1
TTL	1
TTN	1
TTYH1	1
TUBB	1
TUBB2B	1
TUBB3	1
TUBG1	1
TULP3	1
TUSC2	1
TUT4	1
TWIST1	1
TWIST2	1
TWNK	1
TWSG1	1
TXN	1
TXN2	1
TXNIP	1
TXNRD1	1
TXNRD2	1
TYK2	1
TYR	1
TYRP1	1
UBA3	1
UBA5	1
UBA6	1
UBC	1
UBE2A	1
UBE2B	1
UBE2C	1
UBE2H	1
UBE2I	1
UBE2J1	1
UBE2L3	1
UBE2M	1
UBE2N	1
UBE2O	1
UBE2Q1	1
UBE2W	1
UBE3A	1
UBE3B	1
UBE3D	1
UBE4B	1
UBIAD1	1
UBL4A	1
UBLCP1	1
UBP1	1
UBR1	1
UBR2	1
UBR3	1
UBR4	1
UBR5	1
UBTF	1
UCHL1	1
UCHL3	1
UCHL5	1
UCP1	1
UCP2	1
UFL1	1
UGCG	1
UGDH	1
UGGT1	1
UGT8	1
UHRF1	1
UHRF2	1
UIMC1	1
ULK1	1
ULK2	1
ULK4	1
UNC13A	1
UNC13B	1
UNC45A	1
UNC45B	1
UNC5B	1
UNC5C	1
UNC79	1
UNC93B1	1
UNCX	1
UNG	1
UOX	1
UPF1	1
UPF2	1
UPF3A	1
UPK2	1
UQCRB	1
UQCRFS1	1
UROD	1
UROS	1
USE1	1
USF1	1
USF2	1
USF3	1
USO1	1
USP1	1
USP10	1
USP14	1
USP15	1
USP16	1
USP18	1
USP21	1
USP22	1
USP3	1
USP36	1
USP37	1
USP39	1
USP5	1
USP50	1
USP7	1
USP8	1
USP9X	1
UTF1	1
UTRN	1
UTY	1
UXS1	1
UXT	1
VAC14	1
VAMP1	1
VAMP2	1
VAMP5	1
VAMP8	1
VANGL1	1
VANGL2	1
VASN	1
VASP	1
VAV1	1
VAX1	1
VAX2	1
VCAM1	1
VCAN	1
VCL	1
VCP	1
VDAC1	1
VDAC3	1
VDR	1
VEGFA	1
VEGFC	1
VEGFD	1
VEZF1	1
VEZT	1
VGF	1
VHL	1
VIM	1
VIP	1
VIPR1	1
VIRMA	1
VKORC1	1
VLDLR	1
VPS13D	1
VPS18	1
VPS25	1
VPS26A	1
VPS33B	1
VPS35	1
VPS37D	1
VPS41	1
VPS4A	1
VPS51	1
VPS52	1
VPS53	1
VPS54	1
VPS72	1
VRTN	1
VSIG4	1
VSIR	1
VSX2	1
VTCN1	1
VTI1A	1
VTI1B	1
VWF	1
WAPL	1
WARS	1
WARS2	1
WASF1	1
WASF2	1
WASHC1	1
WASHC5	1
WASL	1
WDFY3	1
WDPCP	1
WDR1	1
WDR11	1
WDR12	1
WDR19	1
WDR3	1
WDR35	1
WDR36	1
WDR4	1
WDR48	1
WDR55	1
WDR59	1
WDR77	1
WDR83	1
WDTC1	1
WEE1	1
WFS1	1
WIF1	1
WIPF1	1
WIZ	1
WLS	1
WNK1	1
WNT1	1
WNT11	1
WNT2	1
WNT3	1
WNT3A	1
WNT4	1
WNT5A	1
WNT5B	1
WNT6	1
WNT7A	1
WNT7B	1
WNT9A	1
WNT9B	1
WRAP53	1
WRB	1
WRN	1
WT1	1
WTAP	1
WTIP	1
WWOX	1
WWP2	1
WWTR1	1
XAB2	1
XBP1	1
XDH	1
XIAP	1
XIRP2	1
XIST	1
XPA	1
XPC	1
XPNPEP1	1
XPOT	1
XRCC1	1
XRCC2	1
XRCC3	1
XRCC4	1
XRCC5	1
XYLT1	1
YAP1	1
YARS	1
YBX1	1
YBX3	1
YES1	1
YIPF5	1
YIPF6	1
YJU2	1
YME1L1	1
YTHDC1	1
YTHDF2	1
YWHAE	1
YWHAQ	1
YWHAZ	1
YY1	1
ZBP1	1
ZBTB17	1
ZBTB18	1
ZBTB20	1
ZBTB24	1
ZBTB33	1
ZBTB46	1
ZBTB7A	1
ZC3H12A	1
ZC3HC1	1
ZDHHC13	1
ZDHHC16	1
ZEB1	1
ZEB2	1
ZFAND5	1
ZFAT	1
ZFHX3	1
ZFP36	1
ZFP36L1	1
ZFP36L2	1
ZFP42	1
ZFP57	1
ZFPM1	1
ZFPM2	1
ZFR	1
ZFX	1
ZHX3	1
ZIC1	1
ZIC2	1
ZIC3	1
ZIC4	1
ZIC5	1
ZMIZ1	1
ZMIZ2	1
ZMPSTE24	1
ZMYM2	1
ZMYND10	1
ZNF106	1
ZNF148	1
ZNF207	1
ZNF24	1
ZNF266	1
ZNF274	1
ZNF281	1
ZNF335	1
ZNF346	1
ZNF385A	1
ZNF423	1
ZNF462	1
ZNF48	1
ZNF496	1
ZNF521	1
ZNF536	1
ZNF609	1
ZNF689	1
ZNF830	1
ZNRF3	1
ZPR1	1
ZRANB1	1
ZSCAN10	1
ZSWIM5	1
ZSWIM6	1
ZWILCH	1
